,train_score,test_score,model,arg_list
247,0.5813268754652676,0.5794058700140794,elastic,"(-1, 2.0, 100, 0.0001, 1.0)"
248,0.6040817864393415,0.6023746736894418,elastic,"(-1, 2.0, 100, 0.001, 0.1)"
249,0.5845773436153303,0.5826581789527157,elastic,"(-1, 2.0, 100, 0.001, 0.25)"
250,0.5839254383918087,0.582002842204582,elastic,"(-1, 2.0, 100, 0.001, 0.5)"
251,0.5813289951669893,0.5794077145448786,elastic,"(-1, 2.0, 100, 0.001, 1.0)"
252,0.5997813563028909,0.5980243268793325,elastic,"(-1, 2.0, 100, 0.01, 0.1)"
253,0.5845773436153303,0.5826581789527157,elastic,"(-1, 2.0, 100, 0.01, 0.25)"
254,0.5839254383918087,0.582002842204582,elastic,"(-1, 2.0, 100, 0.01, 0.5)"
255,0.5813289951669893,0.5794077145448786,elastic,"(-1, 2.0, 100, 0.01, 1.0)"
256,0.6102669792540355,0.6086363908210894,elastic,"(-1, 2.0, 1000, 0.0001, 0.1)"
257,0.5845765315854692,0.5826577379205184,elastic,"(-1, 2.0, 1000, 0.0001, 0.25)"
258,0.5839242526066366,0.582001939578902,elastic,"(-1, 2.0, 1000, 0.0001, 0.5)"
259,0.5813268754652676,0.5794058700140794,elastic,"(-1, 2.0, 1000, 0.0001, 1.0)"
260,0.6090689432814869,0.6074230388507023,elastic,"(-1, 2.0, 1000, 0.001, 0.1)"
261,0.5845773436153303,0.5826581789527157,elastic,"(-1, 2.0, 1000, 0.001, 0.25)"
262,0.5839254383918087,0.582002842204582,elastic,"(-1, 2.0, 1000, 0.001, 0.5)"
263,0.5813289951669893,0.5794077145448786,elastic,"(-1, 2.0, 1000, 0.001, 1.0)"
264,0.5997813563028909,0.5980243268793325,elastic,"(-1, 2.0, 1000, 0.01, 0.1)"
265,0.5845773436153303,0.5826581789527157,elastic,"(-1, 2.0, 1000, 0.01, 0.25)"
266,0.5839254383918087,0.582002842204582,elastic,"(-1, 2.0, 1000, 0.01, 0.5)"
267,0.5813289951669893,0.5794077145448786,elastic,"(-1, 2.0, 1000, 0.01, 1.0)"
268,0.6102669792540355,0.6086363908210894,elastic,"(-1, 2.0, 10000, 0.0001, 0.1)"
269,0.5845765315854692,0.5826577379205184,elastic,"(-1, 2.0, 10000, 0.0001, 0.25)"
270,0.5839242526066366,0.582001939578902,elastic,"(-1, 2.0, 10000, 0.0001, 0.5)"
271,0.5813268754652676,0.5794058700140794,elastic,"(-1, 2.0, 10000, 0.0001, 1.0)"
272,0.6090689432814869,0.6074230388507023,elastic,"(-1, 2.0, 10000, 0.001, 0.1)"
273,0.5845773436153303,0.5826581789527157,elastic,"(-1, 2.0, 10000, 0.001, 0.25)"
274,0.5839254383918087,0.582002842204582,elastic,"(-1, 2.0, 10000, 0.001, 0.5)"
275,0.5813289951669893,0.5794077145448786,elastic,"(-1, 2.0, 10000, 0.001, 1.0)"
276,0.5997813563028909,0.5980243268793325,elastic,"(-1, 2.0, 10000, 0.01, 0.1)"
277,0.5845773436153303,0.5826581789527157,elastic,"(-1, 2.0, 10000, 0.01, 0.25)"
